user_id,demographic_group,internet_access_quality,device_type,network_latency,device_age,software_update_frequency,access_requests_per_day,security_outcome
user_1259,Group A,High-Speed Home,Modern Personal,14,7,12,5,0
user_1260,Group B,Public Wi-Fi,Shared/Public,357,118,15,5,1
user_1261,Group A,Mobile Hotspot,Shared/Public,159,101,49,3,1
user_1262,Group B,Mobile Hotspot,Older Personal,141,62,16,8,1
user_1263,Group A,High-Speed Home,Modern Personal,30,3,1,5,0
user_1264,Group A,High-Speed Home,Modern Personal,31,7,3,2,0
user_1265,Group A,High-Speed Home,Modern Personal,33,5,10,6,0
user_1266,Group A,High-Speed Home,Modern Personal,33,23,4,9,0
user_1267,Group B,Public Wi-Fi,Shared/Public,383,119,36,6,1
user_1268,Group B,Public Wi-Fi,Shared/Public,211,64,34,6,1
user_1269,Group A,Standard Home,Modern Personal,49,18,8,6,0
user_1270,Group A,High-Speed Home,Modern Personal,26,15,10,6,0
user_1271,Group B,Public Wi-Fi,Shared/Public,297,100,44,7,1
user_1272,Group A,Standard Home,Modern Personal,67,15,6,5,0
user_1273,Group B,Standard Home,Shared/Public,58,64,62,5,1
user_1274,Group B,Public Wi-Fi,Older Personal,336,37,28,8,1
user_1275,Group A,High-Speed Home,Older Personal,38,61,19,4,1
user_1276,Group A,High-Speed Home,Modern Personal,36,21,5,4,0
user_1277,Group A,High-Speed Home,Modern Personal,16,17,4,5,0
user_1278,Group A,High-Speed Home,Older Personal,28,36,19,6,0
user_1279,Group A,Standard Home,Modern Personal,116,17,6,3,1
user_1280,Group B,Mobile Hotspot,Shared/Public,226,88,57,10,1
user_1281,Group A,High-Speed Home,Older Personal,26,44,29,3,1
user_1282,Group A,High-Speed Home,Modern Personal,28,1,9,9,0
user_1283,Group B,Mobile Hotspot,Older Personal,196,32,31,9,1
user_1284,Group B,Mobile Hotspot,Shared/Public,100,80,42,9,1
user_1285,Group A,High-Speed Home,Older Personal,32,25,15,3,0
user_1286,Group B,Public Wi-Fi,Older Personal,193,60,13,8,1
user_1287,Group A,High-Speed Home,Modern Personal,32,18,5,7,0
user_1288,Group A,High-Speed Home,Older Personal,23,66,14,6,1
user_1289,Group B,Mobile Hotspot,Older Personal,92,29,17,7,0
user_1290,Group B,Public Wi-Fi,Modern Personal,119,13,9,5,1
user_1291,Group B,Public Wi-Fi,Shared/Public,382,77,31,6,1
user_1292,Group A,Standard Home,Older Personal,57,54,17,2,0
user_1293,Group A,High-Speed Home,Modern Personal,39,8,6,6,0
user_1294,Group A,High-Speed Home,Modern Personal,32,22,5,5,1
user_1295,Group B,Mobile Hotspot,Older Personal,166,56,11,4,1
user_1296,Group B,Public Wi-Fi,Shared/Public,217,64,41,4,1
user_1297,Group B,Public Wi-Fi,Shared/Public,236,101,57,6,1
user_1298,Group B,Mobile Hotspot,Shared/Public,150,111,42,8,1
user_1299,Group B,Public Wi-Fi,Older Personal,178,71,20,9,1
user_1300,Group B,Mobile Hotspot,Shared/Public,178,96,53,6,1
user_1301,Group B,High-Speed Home,Older Personal,20,38,26,5,0
user_1302,Group A,High-Speed Home,Modern Personal,18,19,3,12,1
user_1303,Group A,Standard Home,Modern Personal,64,7,3,5,0
user_1304,Group A,High-Speed Home,Modern Personal,26,1,8,6,0
user_1305,Group A,High-Speed Home,Modern Personal,48,6,9,9,0
user_1306,Group A,High-Speed Home,Older Personal,43,61,29,4,1
user_1307,Group B,Public Wi-Fi,Modern Personal,293,17,7,5,0
user_1308,Group B,Mobile Hotspot,Shared/Public,194,107,73,7,1
user_1309,Group A,Mobile Hotspot,Modern Personal,148,9,6,7,1
user_1310,Group A,High-Speed Home,Older Personal,31,30,35,1,1
user_1311,Group A,High-Speed Home,Modern Personal,34,18,5,5,1
user_1312,Group A,High-Speed Home,Modern Personal,21,15,7,4,0
user_1313,Group A,Standard Home,Modern Personal,69,9,6,11,1
user_1314,Group A,Standard Home,Older Personal,71,25,29,4,0
user_1315,Group A,High-Speed Home,Modern Personal,12,18,8,5,0
user_1316,Group A,Standard Home,Modern Personal,76,5,4,3,0
user_1317,Group B,Public Wi-Fi,Older Personal,321,30,10,7,1
user_1318,Group A,High-Speed Home,Older Personal,31,27,23,5,0
user_1319,Group A,Standard Home,Older Personal,70,60,26,4,0
user_1320,Group A,Standard Home,Modern Personal,96,1,7,8,0
user_1321,Group A,High-Speed Home,Older Personal,56,55,15,11,1
user_1322,Group A,High-Speed Home,Modern Personal,28,14,7,4,0
user_1323,Group A,Standard Home,Modern Personal,61,20,1,5,0
user_1324,Group A,Standard Home,Modern Personal,52,12,3,5,0
user_1325,Group A,Standard Home,Modern Personal,71,7,6,4,0
user_1326,Group B,Public Wi-Fi,Shared/Public,279,85,35,9,1
user_1327,Group B,Mobile Hotspot,Older Personal,73,47,32,6,1
user_1328,Group A,High-Speed Home,Shared/Public,32,101,43,6,1
user_1329,Group A,High-Speed Home,Modern Personal,30,14,5,6,0
user_1330,Group A,Standard Home,Modern Personal,71,3,2,6,0
user_1331,Group B,Public Wi-Fi,Older Personal,226,41,5,8,1
user_1332,Group A,Standard Home,Modern Personal,26,6,7,4,0
user_1333,Group A,High-Speed Home,Older Personal,20,45,26,4,1
user_1334,Group B,Public Wi-Fi,Shared/Public,120,93,19,4,1
user_1335,Group B,Mobile Hotspot,Shared/Public,120,64,27,11,1
user_1336,Group A,High-Speed Home,Modern Personal,46,5,3,6,0
user_1337,Group B,Public Wi-Fi,Shared/Public,259,79,44,2,1
user_1338,Group B,High-Speed Home,Older Personal,37,33,19,10,0
user_1339,Group B,Public Wi-Fi,Shared/Public,273,98,65,9,1
user_1340,Group B,Public Wi-Fi,Shared/Public,302,90,52,7,1
user_1341,Group B,Mobile Hotspot,Older Personal,167,45,16,6,1
user_1342,Group A,High-Speed Home,Older Personal,36,67,13,2,1
user_1343,Group A,Standard Home,Modern Personal,66,1,5,9,0
user_1344,Group B,Public Wi-Fi,Modern Personal,337,10,2,10,1
user_1345,Group A,Standard Home,Modern Personal,79,8,5,7,0
user_1346,Group B,Public Wi-Fi,Older Personal,213,35,28,7,1
user_1347,Group A,High-Speed Home,Older Personal,30,28,15,5,0
user_1348,Group A,Standard Home,Modern Personal,72,6,8,11,1
user_1349,Group B,Mobile Hotspot,Older Personal,93,60,15,7,1
user_1350,Group B,Mobile Hotspot,Older Personal,213,45,19,8,0
user_1351,Group A,High-Speed Home,Modern Personal,14,13,8,7,0
user_1352,Group A,Standard Home,Modern Personal,73,5,6,7,0
user_1353,Group A,Standard Home,Modern Personal,58,8,6,2,0
user_1354,Group A,High-Speed Home,Modern Personal,45,14,6,7,0
user_1355,Group A,High-Speed Home,Modern Personal,37,23,9,3,0
user_1356,Group A,Standard Home,Modern Personal,38,1,5,4,0
user_1357,Group B,Mobile Hotspot,Shared/Public,77,100,27,9,1
user_1358,Group A,High-Speed Home,Modern Personal,9,6,6,3,0
user_1359,Group B,Mobile Hotspot,Shared/Public,183,82,27,7,1
user_1360,Group B,Public Wi-Fi,Shared/Public,235,106,38,5,0
user_1361,Group A,High-Speed Home,Modern Personal,14,22,7,5,0
user_1362,Group A,Standard Home,Modern Personal,90,16,3,8,0
user_1363,Group A,High-Speed Home,Modern Personal,47,13,5,6,0
user_1364,Group A,Standard Home,Modern Personal,82,6,1,2,0
user_1365,Group A,Standard Home,Older Personal,46,59,17,4,1
user_1366,Group A,Standard Home,Modern Personal,71,6,2,8,0
user_1367,Group B,Mobile Hotspot,Shared/Public,223,115,70,7,1
user_1368,Group A,High-Speed Home,Older Personal,25,24,28,5,0
user_1369,Group A,High-Speed Home,Older Personal,20,71,16,4,1
user_1370,Group A,Standard Home,Older Personal,55,63,15,6,1
user_1371,Group B,Mobile Hotspot,Shared/Public,235,82,31,8,1
user_1372,Group A,High-Speed Home,Modern Personal,25,19,8,8,0
user_1373,Group B,Public Wi-Fi,Shared/Public,305,85,28,8,1
user_1374,Group B,Mobile Hotspot,Shared/Public,202,88,59,10,1
user_1375,Group A,High-Speed Home,Modern Personal,30,14,6,2,1
user_1376,Group A,Standard Home,Modern Personal,59,13,9,2,0
user_1377,Group A,High-Speed Home,Older Personal,12,47,11,5,0
user_1378,Group B,Public Wi-Fi,Older Personal,370,46,22,5,1
user_1379,Group A,Standard Home,Modern Personal,65,20,5,2,0
user_1380,Group A,High-Speed Home,Modern Personal,32,14,7,3,0
user_1381,Group B,Public Wi-Fi,Shared/Public,256,104,34,6,1
user_1382,Group B,Mobile Hotspot,Shared/Public,114,62,42,8,1
user_1383,Group A,High-Speed Home,Modern Personal,27,1,9,3,0
user_1384,Group A,High-Speed Home,Modern Personal,21,4,11,6,0
user_1385,Group A,Standard Home,Modern Personal,62,17,6,3,0
user_1386,Group B,Mobile Hotspot,Older Personal,120,63,13,6,1
user_1387,Group A,Standard Home,Older Personal,72,48,12,6,0
user_1388,Group B,Public Wi-Fi,Shared/Public,154,105,34,9,0
user_1389,Group A,High-Speed Home,Older Personal,18,49,12,3,1
user_1390,Group B,Public Wi-Fi,Older Personal,124,46,22,6,1
user_1391,Group B,Public Wi-Fi,Shared/Public,295,69,77,5,1
user_1392,Group A,High-Speed Home,Modern Personal,31,14,7,9,0
user_1393,Group A,High-Speed Home,Modern Personal,30,12,11,3,0
user_1394,Group A,High-Speed Home,Older Personal,22,71,24,5,1
user_1395,Group A,High-Speed Home,Modern Personal,42,17,6,6,0
user_1396,Group A,High-Speed Home,Modern Personal,33,22,11,3,0
user_1397,Group B,Mobile Hotspot,Older Personal,130,56,25,3,1
user_1398,Group B,Public Wi-Fi,Older Personal,333,28,21,4,1
user_1399,Group B,Mobile Hotspot,Shared/Public,198,73,48,6,1
user_1400,Group A,High-Speed Home,Modern Personal,35,3,9,9,0
user_1401,Group A,High-Speed Home,Modern Personal,27,21,7,2,0
user_1402,Group A,High-Speed Home,Modern Personal,33,1,9,5,0
user_1403,Group A,High-Speed Home,Modern Personal,20,18,6,3,1
user_1404,Group A,Standard Home,Modern Personal,111,17,4,4,1
user_1405,Group A,High-Speed Home,Modern Personal,34,4,2,5,0
user_1406,Group B,Public Wi-Fi,Shared/Public,109,110,43,6,1
user_1407,Group B,Public Wi-Fi,Shared/Public,101,84,32,5,1
user_1408,Group B,Public Wi-Fi,Older Personal,208,39,27,5,1
user_1409,Group A,Standard Home,Modern Personal,62,4,11,7,0
user_1410,Group B,Public Wi-Fi,Shared/Public,212,119,49,10,1
user_1411,Group A,Standard Home,Modern Personal,49,2,10,3,0
user_1412,Group A,High-Speed Home,Modern Personal,35,9,8,3,0
user_1413,Group A,Standard Home,Modern Personal,77,8,8,1,0
user_1414,Group A,High-Speed Home,Older Personal,12,55,16,3,1
user_1415,Group A,Standard Home,Modern Personal,95,7,4,6,0
user_1416,Group A,Mobile Hotspot,Modern Personal,206,22,7,3,1
user_1417,Group A,High-Speed Home,Modern Personal,22,3,7,7,0
user_1418,Group A,High-Speed Home,Modern Personal,35,19,6,6,0
user_1419,Group B,Public Wi-Fi,Shared/Public,168,61,57,11,1
user_1420,Group A,High-Speed Home,Modern Personal,5,7,6,4,0
user_1421,Group A,Standard Home,Older Personal,99,43,22,6,0
user_1422,Group B,Mobile Hotspot,Shared/Public,110,100,34,9,1
user_1423,Group A,Standard Home,Modern Personal,44,22,9,5,0
user_1424,Group A,High-Speed Home,Modern Personal,28,7,8,1,0
user_1425,Group A,Standard Home,Modern Personal,30,23,2,14,1
user_1426,Group A,High-Speed Home,Modern Personal,36,15,7,6,0
user_1427,Group B,Standard Home,Older Personal,63,29,17,8,0
user_1428,Group B,Public Wi-Fi,Older Personal,411,49,18,3,1
user_1429,Group A,Standard Home,Modern Personal,29,17,7,4,0
user_1430,Group A,High-Speed Home,Modern Personal,22,21,5,2,0
user_1431,Group A,High-Speed Home,Modern Personal,18,15,3,2,1
user_1432,Group A,Mobile Hotspot,Modern Personal,70,5,11,6,0
user_1433,Group A,High-Speed Home,Modern Personal,5,20,5,8,0
user_1434,Group A,Public Wi-Fi,Modern Personal,356,12,8,9,1
user_1435,Group A,Mobile Hotspot,Older Personal,104,39,29,2,1
user_1436,Group A,Standard Home,Modern Personal,86,5,9,4,1
user_1437,Group A,Mobile Hotspot,Older Personal,141,68,26,1,1
user_1438,Group B,Public Wi-Fi,Shared/Public,203,66,23,5,1
user_1439,Group A,Standard Home,Modern Personal,36,14,10,5,0
user_1440,Group B,Mobile Hotspot,Older Personal,102,35,8,4,0
user_1441,Group A,Standard Home,Modern Personal,70,23,1,5,0
user_1442,Group A,High-Speed Home,Modern Personal,20,13,6,7,0
user_1443,Group A,Standard Home,Shared/Public,68,117,42,4,1
user_1444,Group A,Standard Home,Modern Personal,98,17,4,6,0
user_1445,Group A,High-Speed Home,Older Personal,25,38,5,2,0
user_1446,Group A,High-Speed Home,Modern Personal,27,15,8,6,0
user_1447,Group A,Public Wi-Fi,Modern Personal,288,8,4,10,1
user_1448,Group A,Standard Home,Modern Personal,89,5,1,6,0
user_1449,Group A,High-Speed Home,Older Personal,28,46,34,9,1
user_1450,Group B,Standard Home,Older Personal,66,45,25,6,0
user_1451,Group A,Standard Home,Modern Personal,72,14,4,5,0
user_1452,Group B,Public Wi-Fi,Shared/Public,241,85,43,6,0
user_1453,Group A,High-Speed Home,Modern Personal,32,18,6,6,1
user_1454,Group A,High-Speed Home,Older Personal,32,51,13,6,1
user_1455,Group B,Public Wi-Fi,Shared/Public,200,114,34,3,1
user_1456,Group B,Mobile Hotspot,Shared/Public,210,97,57,4,1
user_1457,Group A,Mobile Hotspot,Modern Personal,235,18,6,3,1
user_1458,Group A,High-Speed Home,Modern Personal,36,5,1,3,0
user_1459,Group A,Standard Home,Modern Personal,79,20,6,6,0
user_1460,Group A,Mobile Hotspot,Shared/Public,107,88,52,10,1
user_1461,Group B,Public Wi-Fi,Older Personal,227,45,20,4,1
user_1462,Group A,Standard Home,Older Personal,62,55,17,5,1
user_1463,Group A,Standard Home,Modern Personal,92,5,7,3,0
user_1464,Group A,Public Wi-Fi,Modern Personal,236,20,5,2,1
user_1465,Group B,Mobile Hotspot,Older Personal,156,28,12,7,1
user_1466,Group A,Standard Home,Older Personal,83,47,27,1,1
user_1467,Group A,High-Speed Home,Modern Personal,19,14,9,4,0
user_1468,Group A,Standard Home,Modern Personal,103,16,7,2,1
user_1469,Group A,High-Speed Home,Modern Personal,32,15,8,3,0
user_1470,Group A,High-Speed Home,Older Personal,34,51,15,8,1
user_1471,Group A,Public Wi-Fi,Modern Personal,136,15,5,6,1
user_1472,Group A,Standard Home,Modern Personal,61,3,9,3,0
user_1473,Group A,High-Speed Home,Shared/Public,21,61,42,5,1
user_1474,Group A,High-Speed Home,Modern Personal,32,3,1,5,0
user_1475,Group B,Public Wi-Fi,Older Personal,161,49,35,5,1
user_1476,Group A,Standard Home,Modern Personal,44,14,6,5,0
user_1477,Group B,Mobile Hotspot,Shared/Public,174,95,54,11,1
user_1478,Group A,Standard Home,Modern Personal,72,1,10,4,0
user_1479,Group A,Standard Home,Older Personal,43,56,7,8,1
user_1480,Group A,High-Speed Home,Modern Personal,36,19,6,5,0
user_1481,Group B,Mobile Hotspot,Older Personal,147,71,20,9,1
user_1482,Group A,High-Speed Home,Shared/Public,28,101,30,5,1
user_1483,Group A,Standard Home,Older Personal,77,24,22,5,0
user_1484,Group B,Mobile Hotspot,Older Personal,59,56,13,9,1
user_1485,Group A,Standard Home,Older Personal,76,39,16,1,0
user_1486,Group A,High-Speed Home,Older Personal,16,33,26,4,0
user_1487,Group B,Public Wi-Fi,Modern Personal,483,23,6,9,1
user_1488,Group A,High-Speed Home,Older Personal,26,68,9,7,1
user_1489,Group B,Mobile Hotspot,Shared/Public,140,89,53,7,1
user_1490,Group A,High-Speed Home,Modern Personal,27,9,12,3,0
user_1491,Group B,Mobile Hotspot,Shared/Public,100,72,50,7,1
user_1492,Group A,High-Speed Home,Modern Personal,29,6,5,7,0
user_1493,Group B,Public Wi-Fi,Older Personal,198,25,21,6,1
user_1494,Group A,Standard Home,Modern Personal,23,16,8,8,0
user_1495,Group B,Public Wi-Fi,Older Personal,195,54,20,5,1
user_1496,Group A,High-Speed Home,Modern Personal,33,10,2,3,0
user_1497,Group A,Standard Home,Older Personal,60,46,25,3,0
user_1498,Group A,High-Speed Home,Modern Personal,20,2,10,5,0
user_1499,Group A,High-Speed Home,Modern Personal,39,1,3,5,0
user_1500,Group B,Public Wi-Fi,Older Personal,103,68,14,9,1
user_1501,Group B,Public Wi-Fi,Shared/Public,157,93,67,8,1
user_1502,Group A,Standard Home,Modern Personal,41,2,5,9,0
user_1503,Group B,Mobile Hotspot,Older Personal,138,40,30,9,1
user_1504,Group B,Public Wi-Fi,Shared/Public,321,99,45,8,1
user_1505,Group A,Standard Home,Modern Personal,65,1,11,7,0
user_1506,Group A,Mobile Hotspot,Modern Personal,208,13,6,6,1
user_1507,Group A,Standard Home,Modern Personal,87,20,9,5,0
user_1508,Group A,High-Speed Home,Modern Personal,19,8,8,8,0
user_1509,Group B,Public Wi-Fi,Shared/Public,326,71,42,8,1
user_1510,Group A,High-Speed Home,Modern Personal,38,5,4,8,0
user_1511,Group A,Standard Home,Modern Personal,44,5,5,4,0
user_1512,Group A,High-Speed Home,Older Personal,22,71,12,3,0
user_1513,Group A,High-Speed Home,Older Personal,29,29,17,4,0
user_1514,Group A,High-Speed Home,Modern Personal,36,1,9,8,0
user_1515,Group A,Standard Home,Older Personal,96,47,33,3,1
user_1516,Group A,High-Speed Home,Modern Personal,32,8,6,9,0
user_1517,Group B,Public Wi-Fi,Older Personal,454,71,16,8,1
user_1518,Group B,High-Speed Home,Older Personal,18,45,24,5,0
user_1519,Group A,Standard Home,Modern Personal,51,21,5,6,0
user_1520,Group A,High-Speed Home,Older Personal,45,31,21,7,1
user_1521,Group B,Public Wi-Fi,Older Personal,418,68,19,5,1
user_1522,Group A,Standard Home,Modern Personal,82,20,8,3,0
user_1523,Group A,High-Speed Home,Modern Personal,5,2,6,5,0
user_1524,Group A,Standard Home,Older Personal,61,58,10,8,1
user_1525,Group A,High-Speed Home,Modern Personal,41,3,14,5,0
user_1526,Group A,High-Speed Home,Modern Personal,41,7,12,6,1
user_1527,Group A,Standard Home,Modern Personal,81,16,6,3,0
user_1528,Group A,High-Speed Home,Modern Personal,50,10,6,3,0
user_1529,Group B,Public Wi-Fi,Older Personal,190,34,18,5,1
user_1530,Group A,High-Speed Home,Modern Personal,44,1,11,4,0
user_1531,Group A,High-Speed Home,Modern Personal,35,13,7,5,1
user_1532,Group B,Public Wi-Fi,Shared/Public,228,106,54,3,1
user_1533,Group A,High-Speed Home,Modern Personal,14,9,5,5,0
user_1534,Group A,High-Speed Home,Modern Personal,19,1,7,5,0
user_1535,Group B,Mobile Hotspot,Older Personal,107,30,7,7,1
user_1536,Group A,Standard Home,Modern Personal,78,18,5,7,0
user_1537,Group A,High-Speed Home,Older Personal,53,71,14,2,1
user_1538,Group A,High-Speed Home,Modern Personal,19,16,7,6,0
user_1539,Group A,High-Speed Home,Shared/Public,30,87,23,6,0
user_1540,Group A,High-Speed Home,Older Personal,28,57,15,10,1
user_1541,Group A,High-Speed Home,Modern Personal,38,23,8,7,0
user_1542,Group B,Mobile Hotspot,Older Personal,97,31,18,6,0
user_1543,Group B,Public Wi-Fi,Shared/Public,320,84,37,10,1
user_1544,Group A,High-Speed Home,Modern Personal,26,2,1,3,0
user_1545,Group A,Mobile Hotspot,Modern Personal,165,20,9,6,1
user_1546,Group A,Standard Home,Modern Personal,50,22,6,2,1
user_1547,Group B,Public Wi-Fi,Older Personal,403,60,16,3,1
user_1548,Group B,Mobile Hotspot,Shared/Public,257,90,45,9,1
user_1549,Group A,High-Speed Home,Older Personal,22,47,9,4,0
user_1550,Group B,Mobile Hotspot,Shared/Public,82,70,33,8,1
user_1551,Group B,Public Wi-Fi,Shared/Public,312,112,31,6,1
user_1552,Group A,High-Speed Home,Modern Personal,36,2,5,5,0
user_1553,Group B,Public Wi-Fi,Older Personal,280,25,18,6,1
user_1554,Group B,Mobile Hotspot,Older Personal,44,31,33,12,1
user_1555,Group A,Standard Home,Modern Personal,73,14,3,5,0
user_1556,Group A,Standard Home,Modern Personal,66,17,2,2,0
user_1557,Group A,High-Speed Home,Modern Personal,33,14,6,4,0
user_1558,Group A,High-Speed Home,Modern Personal,25,10,1,5,0
user_1559,Group B,Public Wi-Fi,Shared/Public,121,74,48,9,1
user_1560,Group B,Public Wi-Fi,Shared/Public,240,101,37,10,1
user_1561,Group A,High-Speed Home,Older Personal,29,70,25,5,1
user_1562,Group A,Standard Home,Modern Personal,60,23,11,2,0
user_1563,Group B,Public Wi-Fi,Older Personal,216,56,19,6,1
user_1564,Group A,High-Speed Home,Older Personal,11,62,36,3,1
user_1565,Group A,Standard Home,Modern Personal,71,9,4,5,0
user_1566,Group A,High-Speed Home,Older Personal,35,34,13,7,0
user_1567,Group A,High-Speed Home,Modern Personal,22,15,12,8,0
user_1568,Group B,Public Wi-Fi,Shared/Public,220,99,33,10,1
user_1569,Group A,High-Speed Home,Modern Personal,15,9,8,8,0
user_1570,Group A,Public Wi-Fi,Modern Personal,182,15,7,7,1
user_1571,Group A,High-Speed Home,Modern Personal,17,7,7,8,1
user_1572,Group A,Mobile Hotspot,Modern Personal,128,21,5,5,1
user_1573,Group A,Standard Home,Older Personal,57,63,5,4,1
user_1574,Group B,Public Wi-Fi,Older Personal,173,37,23,7,1
user_1575,Group A,High-Speed Home,Older Personal,29,28,4,1,0
user_1576,Group B,Mobile Hotspot,Shared/Public,32,63,43,6,1
user_1577,Group B,Public Wi-Fi,Older Personal,324,49,16,8,1
user_1578,Group B,Mobile Hotspot,Older Personal,70,43,31,8,1
user_1579,Group B,Public Wi-Fi,Older Personal,300,67,24,7,1
user_1580,Group B,Mobile Hotspot,Older Personal,153,67,29,9,1
user_1581,Group A,Standard Home,Modern Personal,42,21,8,6,0
user_1582,Group B,Mobile Hotspot,Shared/Public,179,84,61,3,1
user_1583,Group A,High-Speed Home,Modern Personal,22,10,5,5,0
user_1584,Group A,Standard Home,Modern Personal,49,5,9,5,0
user_1585,Group A,High-Speed Home,Modern Personal,26,4,7,8,0
user_1586,Group A,Standard Home,Modern Personal,79,3,3,5,0
user_1587,Group A,Standard Home,Modern Personal,43,19,5,6,0
user_1588,Group A,High-Speed Home,Modern Personal,39,8,6,4,0
user_1589,Group A,Standard Home,Modern Personal,89,1,5,3,0
user_1590,Group A,High-Speed Home,Modern Personal,35,1,4,3,0
user_1591,Group A,Standard Home,Modern Personal,59,5,10,6,0
user_1592,Group A,High-Speed Home,Modern Personal,22,18,5,4,0
user_1593,Group A,Mobile Hotspot,Modern Personal,148,6,8,6,1
user_1594,Group A,Standard Home,Modern Personal,88,19,8,10,0
user_1595,Group B,Public Wi-Fi,Shared/Public,164,72,1,3,1
user_1596,Group B,Mobile Hotspot,Shared/Public,125,104,56,8,1
user_1597,Group A,High-Speed Home,Older Personal,31,25,9,3,0
user_1598,Group B,Public Wi-Fi,Shared/Public,348,60,6,9,1
user_1599,Group B,Public Wi-Fi,Shared/Public,400,117,59,9,1
user_1600,Group B,Public Wi-Fi,Older Personal,313,55,14,8,1
user_1601,Group B,Public Wi-Fi,Shared/Public,291,91,34,9,1
user_1602,Group A,High-Speed Home,Modern Personal,40,1,3,4,0
user_1603,Group B,Public Wi-Fi,Older Personal,302,58,22,3,1
user_1604,Group A,Mobile Hotspot,Modern Personal,111,10,4,9,1
user_1605,Group A,High-Speed Home,Modern Personal,23,9,3,4,0
user_1606,Group A,Standard Home,Modern Personal,87,1,8,8,0
user_1607,Group B,Public Wi-Fi,Older Personal,347,57,24,8,1
user_1608,Group A,High-Speed Home,Shared/Public,22,87,65,5,1
user_1609,Group B,Public Wi-Fi,Shared/Public,361,84,59,5,1
user_1610,Group B,Public Wi-Fi,Shared/Public,116,113,58,11,1
user_1611,Group B,Public Wi-Fi,Older Personal,213,62,27,2,1
user_1612,Group B,Public Wi-Fi,Shared/Public,308,111,85,14,1
user_1613,Group B,Public Wi-Fi,Shared/Public,324,119,49,11,1
user_1614,Group A,Standard Home,Modern Personal,75,15,1,6,0
user_1615,Group A,High-Speed Home,Modern Personal,49,2,6,6,0
user_1616,Group A,High-Speed Home,Older Personal,44,26,30,3,0
user_1617,Group A,High-Speed Home,Modern Personal,32,10,8,8,0
user_1618,Group B,Mobile Hotspot,Older Personal,134,45,24,8,0
user_1619,Group A,High-Speed Home,Modern Personal,33,19,5,6,0
user_1620,Group A,Standard Home,Modern Personal,92,7,9,6,0
user_1621,Group A,High-Speed Home,Older Personal,43,24,19,6,0
user_1622,Group B,Mobile Hotspot,Older Personal,190,57,39,6,1
user_1623,Group A,High-Speed Home,Modern Personal,5,20,9,8,0
user_1624,Group A,Standard Home,Modern Personal,74,14,11,5,0
user_1625,Group A,High-Speed Home,Modern Personal,50,15,5,5,0
user_1626,Group B,Public Wi-Fi,Shared/Public,111,62,58,7,1
user_1627,Group B,Mobile Hotspot,Older Personal,209,52,22,5,1
user_1628,Group A,High-Speed Home,Modern Personal,18,15,6,4,0
user_1629,Group A,High-Speed Home,Modern Personal,31,14,5,5,0
user_1630,Group A,Mobile Hotspot,Modern Personal,192,12,3,4,1
user_1631,Group B,Mobile Hotspot,Shared/Public,139,69,27,7,1
user_1632,Group A,High-Speed Home,Modern Personal,45,13,6,3,1
user_1633,Group B,Mobile Hotspot,Modern Personal,117,1,2,7,1
user_1634,Group A,High-Speed Home,Modern Personal,29,11,5,4,1
user_1635,Group A,High-Speed Home,Modern Personal,26,5,3,7,0
user_1636,Group A,High-Speed Home,Older Personal,29,30,18,4,0
user_1637,Group A,High-Speed Home,Older Personal,17,41,31,5,1
user_1638,Group A,High-Speed Home,Modern Personal,35,1,11,7,0
user_1639,Group A,Standard Home,Older Personal,73,24,16,5,0
user_1640,Group B,Mobile Hotspot,Older Personal,136,55,28,4,1
user_1641,Group A,High-Speed Home,Modern Personal,19,8,3,5,0
user_1642,Group A,Standard Home,Modern Personal,109,6,2,4,1
user_1643,Group A,High-Speed Home,Modern Personal,18,17,1,7,0
user_1644,Group A,High-Speed Home,Modern Personal,31,10,7,4,0
user_1645,Group B,Public Wi-Fi,Shared/Public,292,92,40,7,1
user_1646,Group A,High-Speed Home,Modern Personal,21,20,5,4,0
user_1647,Group A,Standard Home,Modern Personal,63,10,5,3,0
user_1648,Group A,Standard Home,Older Personal,62,52,16,5,1
user_1649,Group A,High-Speed Home,Modern Personal,15,7,7,6,0
user_1650,Group A,High-Speed Home,Modern Personal,28,13,9,7,0
user_1651,Group A,High-Speed Home,Modern Personal,25,2,9,11,1
user_1652,Group B,Mobile Hotspot,Shared/Public,94,69,26,9,1
user_1653,Group A,High-Speed Home,Older Personal,31,66,9,4,1
user_1654,Group A,Standard Home,Older Personal,45,32,9,4,0
user_1655,Group A,High-Speed Home,Older Personal,38,25,25,4,0
user_1656,Group B,Public Wi-Fi,Older Personal,188,52,12,4,1
user_1657,Group A,High-Speed Home,Older Personal,23,59,38,2,1
user_1658,Group A,Standard Home,Shared/Public,66,95,43,4,1
user_1659,Group A,Mobile Hotspot,Modern Personal,59,6,9,3,0
user_1660,Group A,High-Speed Home,Modern Personal,34,1,6,3,0
user_1661,Group A,Standard Home,Modern Personal,22,1,4,6,0
user_1662,Group A,High-Speed Home,Modern Personal,27,6,12,4,0
user_1663,Group A,Standard Home,Shared/Public,55,90,52,7,1
user_1664,Group A,Standard Home,Older Personal,76,55,27,3,1
user_1665,Group B,Public Wi-Fi,Shared/Public,307,65,59,11,1
user_1666,Group B,Public Wi-Fi,Shared/Public,436,91,28,1,1
user_1667,Group A,Standard Home,Modern Personal,78,5,10,5,0
user_1668,Group A,High-Speed Home,Older Personal,28,35,21,3,0
